,0,1,2,3,4,5
357,1/29/2024,Avalanche: Cascade Ridge,Provo,Natural,2.5',300'
358,1/29/2024,Avalanche: Hayden,Uintas,Natural,,
359,1/29/2024,Avalanche: Cowley Canyon,Logan,Natural,,200'
360,1/29/2024,Avalanche: Aspen Grove,Provo,Unknown,,25'
361,1/29/2024,Avalanche: Two Trees,Salt Lake,Unknown,2.5',100'
362,1/29/2024,Avalanche: 10-7 Split,Provo,Natural,2.5',700'
363,1/29/2024,Avalanche: Pole Canyon,Provo,Natural,3',350'
364,1/28/2024,Avalanche: Hope Bowl,Provo,Natural,5',900'
365,1/28/2024,Avalanche: Provo Peak,Provo,Natural,3.5',175'
366,1/28/2024,Avalanche: Provo Peak,Provo,Natural,3.5',450'
367,1/28/2024,Avalanche: Davis Gulch,Salt Lake,Skier,3',500'
368,1/28/2024,Avalanche: Superior,Salt Lake,Natural,,
369,1/28/2024,Avalanche: South Ridge of Beaver Mountain,Logan,Natural,,
370,1/28/2024,Avalanche: Raymond Peak,Salt Lake,Skier,"20""",5'
371,1/28/2024,Avalanche: Circle Awl,Salt Lake,Natural,"3""",
372,1/28/2024,Avalanche: Room of Doom,Salt Lake,Natural,4',250'
373,1/28/2024,Avalanche: Flagstaff Gully,Salt Lake,Natural,"6""",50'
374,1/28/2024,Avalanche: Wilderness Peak,Logan,Unknown,4',"1,000'"
375,1/28/2024,Avalanche: Shorty's Cutoff,Logan,Unknown,2.5',90'
376,1/28/2024,Avalanche: Green Canyon,Logan,Natural,,400'
377,1/28/2024,Avalanche: Cub River Guard Station,Logan,Natural,2',600'
378,1/28/2024,Avalanche: Tanners Gulch,Salt Lake,Natural,,
379,1/28/2024,Avalanche: Ogden Mountains,Ogden,Natural,,400'
380,1/28/2024,Avalanche: White Pine Chutes,Salt Lake,Natural,,45'
381,1/28/2024,Avalanche: Tanners Gulch,Salt Lake,Natural,,
382,1/28/2024,Avalanche: Central Wood Camp Bowls,Logan,Natural,3',
383,1/28/2024,Avalanche: South Couloir,Provo,Natural,4',900'
384,1/27/2024,Avalanche: Timpanogos,Provo,Natural,"15""",300'
385,1/27/2024,Avalanche: Seagull,Salt Lake,Snowboarder,"8""",25'
386,1/27/2024,Avalanche: Aspen Grove,Provo,Natural,,
387,1/27/2024,Avalanche: Days Fork,Salt Lake,Skier,"3""",10'
388,1/27/2024,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,"3""",40'
389,1/26/2024,Avalanche: Superior,Salt Lake,Skier,"3""",45'
390,1/26/2024,Avalanche: Brianhead Backcountry,Southwest,Natural,"12""",30'
391,1/26/2024,Avalanche: Brianhead Backcountry,Southwest,Snowboarder,"6""",20'
392,1/26/2024,Avalanche: Niotche Creek,Southwest,Snowmobiler,2',200'
393,1/25/2024,Avalanche: Grizzly Gulch,Salt Lake,Skier,"1""",30'
394,1/25/2024,Avalanche: Red Slide,Logan,Natural,4',80'
395,1/25/2024,Avalanche: Ant Knolls,Provo,Natural,3',300'
396,1/25/2024,Avalanche: Uintas,Uintas,Unknown,2.5',125'
397,1/24/2024,Avalanche: East Bowl,Salt Lake,Unknown,"15""",60'
398,1/24/2024,Avalanche: Lost Creek,Southwest,Natural,"16""",200'
399,1/23/2024,Avalanche: Park City Ridgeline,Salt Lake,Unknown,,
400,1/23/2024,Avalanche: Big Cottonwood/Millcreek,Salt Lake,Natural,,
401,1/21/2024,Avalanche: 9851,Provo,Skier,7',
402,1/21/2024,Avalanche: Logan River,Logan,Natural,,
403,1/20/2024,Avalanche: Thaynes,Salt Lake,Natural,,
404,1/20/2024,Avalanche: Neeley Bowl,Uintas,Skier,2',60'
405,1/20/2024,Avalanche: Black Canyon,Ogden,Snowboarder,3',70'
406,1/20/2024,Avalanche: Uintas,Uintas,Natural,,
407,1/20/2024,Avalanche: Spring Creek,Skyline,Snowmobiler,5',
408,1/20/2024,Avalanche: Loggers Fork,Skyline,Snow Bike,4',200'
409,1/20/2024,Avalanche: Box Canyon,Uintas,Snowmobiler,2.5',125'
410,1/20/2024,Avalanche: Moffit Peak,Uintas,Natural,3.5',"1,500'"
411,1/20/2024,Avalanche: Moffit Peak,Uintas,Natural,"20""",100'
412,1/20/2024,Avalanche: Porter Fork,Salt Lake,Natural,"12""",25'
413,1/20/2024,Avalanche: Birch Canyon,Logan,Snowmobiler,,
414,1/20/2024,Avalanche: Porter Fork,Salt Lake,Skier,4',100'
415,1/20/2024,Avalanche: German Dugway,Logan,Natural,,300'
416,1/19/2024,Avalanche: Monte Cristo,Ogden,Snowcat,"12""",60'
417,1/19/2024,Avalanche: Mineral Fork,Salt Lake,Natural,3',80'
418,1/19/2024,Avalanche: Mill Creek Canyon,Salt Lake,Natural,4',100'
419,1/19/2024,Avalanche: 10420,Salt Lake,Natural,"10""",30'
420,1/19/2024,Avalanche: Hillyard Canyon,Logan,Snowcat,2',50'
421,1/19/2024,Avalanche: Cardiac Ridge,Salt Lake,Skier,3',100'
422,1/19/2024,Avalanche: Right Fork Single Mill Creek,Salt Lake,Snowmobiler,3',400'
423,1/19/2024,Avalanche: Upper Humpy Basin,Uintas,Natural,3',200'
424,1/18/2024,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,2',30'
425,1/18/2024,Avalanche: Three Terraces,Logan,Natural,,
426,1/18/2024,Avalanche: Brighton Perimeter,Salt Lake,Snowboarder,2',150'
427,1/18/2024,Avalanche: Rattlesnake Canyon,Logan,Natural,4',"1,500'"
428,1/18/2024,Avalanche: Three Terraces,Logan,Natural,4',800'
429,1/18/2024,Avalanche: Steam Mill,Logan,Natural,3',125'
430,1/18/2024,Avalanche: Uintas,Uintas,Unknown,3',
431,1/18/2024,Avalanche: Claytons,Salt Lake,Natural,,
432,1/18/2024,Avalanche: Chicken Creek,Logan,Natural,2',125'
433,1/18/2024,Avalanche: Monte Cristo,Salt Lake,Explosive,8',300'
434,1/18/2024,Avalanche: Moonlight,Salt Lake,Natural,"12""",70'
435,1/18/2024,Avalanche: Green Canyon,Logan,Natural,"12""",200'
436,1/18/2024,Avalanche: Green Canyon,Logan,Natural,,
437,1/18/2024,Avalanche: Steep Hollow,Logan,Unknown,3',125'
438,1/18/2024,Avalanche: Guardsmans Pass,Salt Lake,Unknown,,100'
439,1/18/2024,"Avalanche: Dugway, North side of the river",Logan,Unknown,"14""",60'
440,1/17/2024,Avalanche: Mt. Naomi Wilderness,Logan,Natural,2.5',200'
441,1/17/2024,Avalanche: Central Wood Camp Bowls,Logan,Natural,3.5',250'
442,1/17/2024,Avalanche: Weber Canyon,Uintas,Natural,,125'
443,1/17/2024,Avalanche: River Chutes,Logan,Natural,"8""",35'
444,1/17/2024,Avalanche: Hidden Canyon,Salt Lake,Skier,"7""",50'
445,1/17/2024,Avalanche: Weathering Heights,Salt Lake,Natural,,
446,1/17/2024,Avalanche: Green Canyon,Logan,Natural,"12""",20'
447,1/17/2024,Avalanche: Beaver Backside,Logan,Snowboarder,3',100'
448,1/17/2024,Avalanche: Emma Ridges,Salt Lake,Snowboarder,"6""",50'
449,1/17/2024,Avalanche: Ivory Flakes,Salt Lake,Natural,2',100'
450,1/17/2024,Avalanche: Hidden Canyon,Salt Lake,Skier,"7""",50'
451,1/17/2024,Avalanche: Weathering Heights,Salt Lake,Natural,,
452,1/17/2024,Avalanche: Green Canyon,Logan,Natural,"12""",20'
453,1/17/2024,Avalanche: Beaver Backside,Logan,Snowboarder,3',100'
454,1/16/2024,Avalanche: Double Hill,Uintas,Natural,"4""",700'
455,1/16/2024,Avalanche: Grandview Peak,Salt Lake,Snowmobiler,3',600'
456,1/16/2024,Avalanche: Monte Cristo,Salt Lake,Snowboarder,3',600'
457,1/16/2024,Avalanche: Home Run,Salt Lake,Unknown,3',350'
458,1/16/2024,Avalanche: Rolfson,Skyline,Snowmobiler,4',"2,500'"
459,1/16/2024,Avalanche: Thomas Fork,Salt Lake,Skier,"15""",100'
460,1/16/2024,Avalanche: Hidden Canyon,Salt Lake,Snowboarder,"3""",60'
461,1/16/2024,Avalanche: Hidden Canyon,Salt Lake,Skier,,
462,1/16/2024,Avalanche: Blind Stream,Uintas,Snowmobiler,10',200'
463,1/16/2024,Avalanche: Moffit Peak,Uintas,Natural,,
464,1/15/2024,Avalanche: Grandview Peak,Salt Lake,Natural,4',500'
465,1/15/2024,Avalanche: Bonus Bowl,Salt Lake,Natural,2.5',500'
466,1/15/2024,Avalanche: Red Pine Ridge,Salt Lake,Natural,,
467,1/15/2024,Avalanche: Temple Corner,Logan,Unknown,"20""",70'
468,1/15/2024,Avalanche: Women and Children Bowl,Logan,Snowmobiler,4',125'
469,1/15/2024,Avalanche: Neffs,Salt Lake,Natural,4',500'
470,1/15/2024,Avalanche: Wedding Ring Ridge,Skyline,Natural,3',"1,500'"
471,1/15/2024,Avalanche: Staker,Skyline,Natural,2',100'
472,1/15/2024,Avalanche: Tushers,Southwest,Snowmobiler,3',60'
473,1/15/2024,Avalanche: Farmington Canyon,Ogden,Snowmobiler,2',400'
474,1/15/2024,Avalanche: Honeycomb Canyon,Salt Lake,Unknown,,
475,1/15/2024,Avalanche: Ricardos,Salt Lake,Natural,,
476,1/15/2024,Avalanche: Tab Hollow,Logan,Natural,2.5',200'
477,1/15/2024,Avalanche: State Line Area,Logan,Natural,2',100'
478,1/15/2024,Avalanche: Wills Hill,Salt Lake,Natural,,40'
479,1/15/2024,Avalanche: Big Kahuna,Logan,Natural,2.5',250'
480,1/15/2024,Avalanche: Rodeo Grounds,Logan,Snowmobiler,"3""",200'
481,1/15/2024,Avalanche: Bountiful mountains,Ogden,Snowmobiler,8',400'
482,1/15/2024,Avalanche: East Shoulder of Providence Peak,Logan,Natural,3',200'
483,1/15/2024,Avalanche: Horse Creek Chutes,Moab,Skier,4',"1,500'"
484,1/15/2024,Avalanche: Red Pine Ridge,Logan,Snowmobiler,4',100'
485,1/15/2024,Avalanche: Scotties Bowl,Salt Lake,Natural,,
486,1/14/2024,Avalanche: Powder Park,Salt Lake,Unknown,"10""",
487,1/14/2024,Avalanche: Gobblers Knob,Salt Lake,Natural,3',"3,500'"
488,1/14/2024,Avalanche: Main Bowl,Skyline,Natural,3',500'
489,1/14/2024,Avalanche: Chicken Hill,Logan,Natural,3',400'
490,1/14/2024,Avalanche: Huntington Reservior,Skyline,Natural,2',300'
491,1/14/2024,Avalanche: Silver Fork,Salt Lake,Natural,"15""","1,000'"
492,1/14/2024,Avalanche: Freds Birthday Run,Salt Lake,Natural,2.5',100'
493,1/14/2024,Avalanche: Mill Creek Canyon,Salt Lake,Natural,2',100'
494,1/14/2024,Avalanche: Phone Shot,Skyline,Natural,2.5',"1,000'"
495,1/14/2024,Avalanche: Elk Point,Provo,Natural,,
496,1/14/2024,Avalanche: Double Hill,Uintas,Natural,4',350'
497,1/14/2024,Avalanche: Potters,Skyline,Natural,,
498,1/14/2024,Avalanche: Philadelphia Flats,Skyline,Natural,"18""",150'
499,1/14/2024,Avalanche: Soapstone,Uintas,Natural,2.5',175'
500,1/14/2024,Avalanche: Cardiac Ridge,Salt Lake,Natural,3',250'
501,1/14/2024,Avalanche: South Fork Lake Canyon,Skyline,Natural,2.5',800'
502,1/14/2024,Avalanche: Mats Basin,Salt Lake,Natural,3',100'
503,1/14/2024,Avalanche: Farmington Canyon,Ogden,Natural,"12""",100'
504,1/14/2024,Avalanche: Pine Canyon,Logan,Natural,4',900'
505,1/14/2024,Avalanche: Mill Hollow Slide Path,Uintas,Unknown,2',300'
506,1/14/2024,Avalanche: South Bowl (the Diamond),Logan,Natural,4',600'
507,1/14/2024,Avalanche: Patsy Marly,Salt Lake,Natural,2.5',70'
508,1/14/2024,Avalanche: Gibson Canyon,Logan,Natural,3.5',450'
509,1/14/2024,Avalanche: Rodeo Ridge,Ogden,Natural,"12""",125'
510,1/14/2024,Avalanche: 1000 Springs,Salt Lake,Natural,,
511,1/14/2024,Avalanche: Toledo Bowl,Salt Lake,,,
512,1/14/2024,Avalanche: Cutler Ridge,Ogden,Natural,3.5',400'
513,1/14/2024,Avalanche: 1000 Springs,Salt Lake,Natural,2',
514,1/14/2024,Avalanche: Radar Love Bowl,Salt Lake,Natural,,300'
515,1/14/2024,Avalanche: Mt Aire,Salt Lake,Natural,2',150'
516,1/14/2024,Avalanche: Cardiff Pass,Salt Lake,,,
517,1/14/2024,Avalanche: Mill D North,Salt Lake,Natural,4',100'
518,1/14/2024,Avalanche: Meadows,Salt Lake,Natural,3',
519,1/14/2024,Avalanche: Chalk Creek,Uintas,Natural,4.5',350'
520,1/14/2024,Avalanche: Mt Aire,Salt Lake,Natural,2',100'
521,1/14/2024,Avalanche: Beaver Creek,Uintas,Natural,2',30'
522,1/14/2024,Avalanche: Raymond Shoulder,Salt Lake,Natural,3',250'
523,1/14/2024,Avalanche: Chalk Creek,Uintas,Natural,3.5',400'
524,1/14/2024,Avalanche: Nordic Valley perimeter,Ogden,,,
525,1/14/2024,Avalanche: Days Fork,Salt Lake,Unknown,,
526,1/14/2024,Avalanche: Beaver Creek,Uintas,Natural,2',150'
527,1/14/2024,Avalanche: Little Water,Salt Lake,Natural,2',200'
528,1/14/2024,Avalanche: Millville Peak,Logan,Unknown,"3""",400'
529,1/14/2024,Avalanche: Silver Fork Headwall,Salt Lake,Unknown,3',
530,1/14/2024,Avalanche: Logan Dry Canyon,Logan,Skier,2.5',175'
531,1/14/2024,Avalanche: Ricardos,Salt Lake,Natural,2.5',150'
532,1/14/2024,Avalanche: Butler Basin,Salt Lake,Unknown,,
533,1/14/2024,Avalanche: Reynolds East Face Shoulder,Salt Lake,Natural,3',300'
534,1/14/2024,Avalanche: Figure 8 Bowl,Salt Lake,Natural,"4""","1,000'"
535,1/14/2024,Avalanche: Bear Trap,Salt Lake,Unknown,"18""",100'
536,1/14/2024,Avalanche: Dougs Drop,Salt Lake,Natural,2',"2,500'"
537,1/14/2024,Avalanche: Racetrack,Skyline,Natural,4',"1,000'"
538,1/14/2024,Avalanche: Mt Raymond,Salt Lake,Natural,3',200'
539,1/14/2024,Avalanche: Powder Park,Salt Lake,Unknown,"10""",
540,1/14/2024,Avalanche: Gobblers Knob,Salt Lake,Natural,3',"3,500'"
541,1/14/2024,Avalanche: Main Bowl,Skyline,Natural,3',500'
542,1/13/2024,Avalanche: Rodeo Ridge,Ogden,Natural,"18""",150'
543,1/13/2024,Avalanche: West Desolation Ridge,Salt Lake,Natural,,
544,1/13/2024,Avalanche: Cold Canyon,Ogden,Natural,"12""",30'
545,1/13/2024,Avalanche: Kessler Peak,Salt Lake,Natural,"4""","1,000'"
546,1/13/2024,Avalanche: Mill Hollow Slide Path,Uintas,Snowmobiler,2',200'
547,1/13/2024,Avalanche: Beaver Mountain Backcountry,Logan,Natural,3',500'
548,1/13/2024,Avalanche: Temple Corner,Logan,Natural,"12""",100'
549,1/13/2024,Avalanche: Above H2O Twrs,Logan,Natural,"14""",200'
550,1/13/2024,Avalanche: Lower White Pine Creek,Logan,Natural,2',60'
551,1/13/2024,Accident: American Fork,Provo,Snowmobiler,,
552,1/13/2024,Avalanche: Rodeo Ridge,Ogden,Natural,"18""",100'
553,1/13/2024,Avalanche: Salt Lake,Salt Lake,Snowboarder,3',300'
554,1/13/2024,"Avalanche: The Gut, East Face of White Pine Knob",Logan,Natural,,
555,1/13/2024,Avalanche: Soapstone,Uintas,Natural,,
556,1/13/2024,Avalanche: Across from Bottom of Cottonwood,Logan,Natural,"10""",300'
557,1/13/2024,Avalanche: West Desolation Ridge,Salt Lake,Natural,,
558,1/13/2024,Avalanche: Rodeo Ridge,Ogden,Natural,"18""",150'
559,1/13/2024,Avalanche: Kessler Peak,Salt Lake,Natural,"4""","1,000'"
560,1/13/2024,Avalanche: Mill Hollow Slide Path,Uintas,Snowmobiler,2',200'
561,1/13/2024,Avalanche: Beaver Mountain Backcountry,Logan,Natural,3',500'
562,1/13/2024,Avalanche: Cold Canyon,Ogden,Natural,"12""",30'
563,1/13/2024,Avalanche: Above H2O Twrs,Logan,Natural,"14""",200'
564,1/13/2024,Avalanche: Wolf Creek Bowl,Uintas,Natural,2',100'
565,1/13/2024,Avalanche: Temple Corner,Logan,Natural,"12""",100'
566,1/13/2024,Avalanche: Bloomington Canyon,Logan,Natural,"14""",70'
567,1/12/2024,Avalanche: West Porter,Salt Lake,Natural,2',800'
568,1/12/2024,Avalanche: Mill D North,Salt Lake,Natural,"18""",40'
569,1/12/2024,Avalanche: Hwy 35,Uintas,Unknown,"8""",500'
570,1/12/2024,Avalanche: Summit Park,Salt Lake,Skier,"15""",45'
571,1/12/2024,Avalanche: Beaver Canyon,Logan,Natural,2.5',90'
572,1/12/2024,Avalanche: Rodeo Ridge,Ogden,Natural,,100'
573,1/12/2024,Avalanche: Laras Ridge,Skyline,Natural,"20""","1,500'"
574,1/12/2024,Avalanche: Rodeo Ridge,Ogden,Natural,,150'
575,1/12/2024,Avalanche: Birthday Bowls,Ogden,Natural,,150'
576,1/12/2024,Avalanche: Dugway,Logan,Natural,2',80'
577,1/12/2024,Avalanche: The Backyard,Ogden,Natural,,100'
578,1/12/2024,Avalanche: Neffs,Salt Lake,Skier,2',30'
579,1/12/2024,Accident: Main Porter,Salt Lake,Skier,2',
580,1/12/2024,Avalanche: No Name Bowl,Salt Lake,Skier,3',"1,500'"
581,1/12/2024,Avalanche: Scottys,Skyline,Natural,3',500'
582,1/12/2024,Avalanche: Y Coulior,Salt Lake,Natural,,
583,1/12/2024,Avalanche: Hellgate,Salt Lake,Explosive,"14""",90'
584,1/12/2024,Avalanche: Little Cottonwood Canyon,Salt Lake,Unknown,2.5',150'
585,1/12/2024,Avalanche: State-wide,State-wide,Natural,"12""",15'
586,1/12/2024,Avalanche: Salt Lake,Salt Lake,Natural,"14""",10'
587,1/12/2024,Avalanche: Short Swing,Salt Lake,Unknown,2',20'
588,1/11/2024,Avalanche: Mount Naomi Wilderness,Logan,Natural,2',100'
589,1/11/2024,Avalanche: West Willow,Salt Lake,Unknown,2',500'
590,1/11/2024,Avalanche: Bear Trap,Salt Lake,Skier,2',80'
591,1/11/2024,Avalanche: Reynolds Pk,Salt Lake,Unknown,,
592,1/11/2024,Avalanche: Little Svens Road Cut,Skyline,Natural,"18""",350'
593,1/11/2024,Avalanche: Mile 9 Road Cut,Skyline,Natural,"18""",125'
594,1/11/2024,Avalanche: Snake Creek,Provo,Snowmobiler,"10""",35'
595,1/11/2024,Avalanche: Daly Canyon,Salt Lake,Natural,"12""",20'
596,1/11/2024,Avalanche: Mats Basin,Salt Lake,Natural,,
597,1/11/2024,Avalanche: Monte Cristo,Ogden,Natural,"18""",50'
598,1/11/2024,Avalanche: Temple Fork Junction,Logan,Natural,"14""",60'
599,1/11/2024,Avalanche: Park City Ridgeline,Salt Lake,Skier,"12""",60'
600,1/11/2024,Avalanche: Bear Trap,Salt Lake,Skier,2',80'
601,1/11/2024,Avalanche: Little Svens Road Cut,Skyline,Natural,"18""",350'
602,1/11/2024,Avalanche: Reynolds Pk,Salt Lake,Unknown,,
603,1/11/2024,Avalanche: Daly Canyon,Salt Lake,Natural,"12""",20'
604,1/11/2024,Avalanche: Snake Creek,Provo,Snowmobiler,"10""",35'
605,1/11/2024,Avalanche: Mats Basin,Salt Lake,Natural,,
606,1/11/2024,Avalanche: Monte Cristo,Ogden,Natural,"18""",50'
607,1/11/2024,Avalanche: Temple Fork Junction,Logan,Natural,"14""",60'
608,1/10/2024,Avalanche: Short Swing,Salt Lake,Skier,"7""",25'
609,1/10/2024,Avalanche: Uintas,Uintas,Natural,"12""",100'
610,1/10/2024,Avalanche: Twin Lakes Pass,Salt Lake,Snowboarder,"12""",
611,1/10/2024,Avalanche: Summit Park,Salt Lake,Unknown,2',30'
612,1/10/2024,Avalanche: Reed and Benson Ridge,Salt Lake,Snowboarder,"12""",150'
613,1/10/2024,Avalanche: Snake Creek,Provo,Natural,"16""",80'
614,1/10/2024,Avalanche: Michigan City,Salt Lake,Skier,"14""",70'
615,1/10/2024,Avalanche: Home Run,Salt Lake,Skier,"15""",40'
616,1/10/2024,Avalanche: Sunset Peak,Salt Lake,Natural,2',
617,1/10/2024,Avalanche: Snake Creek,Provo,Snowmobiler,"10""",50'
618,1/10/2024,Avalanche: Twin Lakes Pass,Salt Lake,Skier,2',300'
619,1/10/2024,Avalanche: Silver Fork Headwall,Salt Lake,Natural,"15""",50'
620,1/10/2024,Avalanche: Snake Creek,Provo,Snowmobiler,"10""",60'
621,1/10/2024,Avalanche: Days Fork,Salt Lake,Skier,"10""",100'
622,1/10/2024,Avalanche: Salt Lake,Salt Lake,Snowboarder,"19""",200'
623,1/10/2024,Avalanche: Moonlight,Salt Lake,Skier,2',150'
624,1/10/2024,Avalanche: Temple Corner,Logan,Natural,"12""",200'
625,1/10/2024,Avalanche: River Chutes,Logan,Natural,"7""",30'
626,1/10/2024,Avalanche: Ant Knolls,Provo,Unknown,"3""",50'
627,1/9/2024,Avalanche: Upper Weber Ridgeline,Uintas,Natural,"18""",300'
628,1/9/2024,Avalanche: Days Fork,Salt Lake,Natural,"5""",5'
629,1/9/2024,Avalanche: White Pine,Salt Lake,Unknown,,
630,1/9/2024,Avalanche: Lackawaxen Lake,Salt Lake,Skier,"12""",40'
631,1/9/2024,Avalanche: Currant Creek,Uintas,Snowmobiler,3',20'
632,1/9/2024,Avalanche: Wedding Ring Ridge,Skyline,Natural,2.5',125'
633,1/8/2024,Avalanche: Yamaha Hill,Uintas,Snowmobiler,5',70'
634,1/8/2024,Avalanche: Farmington Canyon,Ogden,Unknown,"12""",15'
635,1/8/2024,Avalanche: The Spire,Salt Lake,Natural,"18""",150'
636,1/8/2024,Avalanche: Two Dogs,Salt Lake,Skier,"14""",60'
637,1/8/2024,Avalanche: Electric Lake Bowl,Skyline,Natural,,25'
638,1/8/2024,Avalanche: Dog Dish,Salt Lake,Skier,2',150'
639,1/8/2024,Avalanche: Tri Chutes,Salt Lake,Skier,2.5',60'
640,1/8/2024,Avalanche: west porter,Salt Lake,Skier,"14""",60'
641,1/8/2024,Avalanche: Little Superior,Salt Lake,Skier,"16""",30'
642,1/8/2024,Avalanche: Hells Canyon,Ogden,Snowboarder,"16""",100'
643,1/7/2024,Avalanche: Cutler Ridge,Ogden,Skier,"20""",100'
644,1/7/2024,Avalanche: Big Drift/Skyline Summit,Skyline,Natural,"18""",125'
645,1/7/2024,Avalanche: Farmington Lakes,Ogden,Natural,"12""",150'
646,1/7/2024,Avalanche: Farmington Lakes,Ogden,Natural,"8""",25'
647,1/7/2024,Avalanche: Cascade,Provo,Natural,"12""",
648,1/7/2024,Avalanche: Main Porter,Salt Lake,Unknown,"18""",80'
649,1/7/2024,Avalanche: Cardiff Fork,Salt Lake,Natural,"12""",100'
650,1/7/2024,Avalanche: Bailey Spring,Ogden,Natural,"20""","2,500'"
651,1/7/2024,Avalanche: Cutler Ridge,Ogden,Skier,"14""",100'
652,1/7/2024,Avalanche: Cutler Ridge,Ogden,Skier,"14""",50'
653,1/7/2024,Avalanche: Three Terraces,Logan,Natural,"12""",100'
654,1/7/2024,Avalanche: GE Hill,Skyline,Natural,2',50'
655,1/6/2024,Avalanche: Main Days,Salt Lake,Skier,"8""",40'
656,1/6/2024,Avalanche: South Hollow,Logan,Natural,"2""",40'
657,1/6/2024,Avalanche: Chilly Peak Slabs,Ogden,Natural,"5""",150'
658,1/6/2024,Avalanche: Main Porter,Salt Lake,Skier,"12""",60'
659,1/6/2024,Avalanche: Microwave,Salt Lake,Skier,"6""",20'
660,1/6/2024,Avalanche: Wilson Chutes,Salt Lake,Skier,,
661,1/6/2024,Avalanche: Bountiful Peak,Ogden,Snowmobiler,"12""",100'
662,1/1/2024,Avalanche: Moffit Peak,Uintas,Skier,"5""",10'
663,12/31/2023,Avalanche: Mineral Fork,Salt Lake,Skier,,30'
664,12/30/2023,Avalanche: Cardiff Fork,Salt Lake,Skier,2',
665,12/30/2023,Avalanche: Argenta,Salt Lake,Natural,,50'
666,12/30/2023,Avalanche: Shingle Mill,Uintas,Skier,"6""",50'
667,12/29/2023,Avalanche: Scotts Bowl,Salt Lake,Skier,"8""",100'
668,12/29/2023,Avalanche: Pilot Mt.,Moab,Natural,,50'
669,12/27/2023,Avalanche: Miller Hill,Salt Lake,Snowboarder,"12""",50'
670,12/27/2023,Avalanche: Provo Peak,Provo,Skier,"6""",30'
671,12/26/2023,Avalanche: Millville Peak Area-south-east facing,Logan,Natural,"12""",20'
672,12/25/2023,Avalanche: Miner's Basin,Moab,Natural,"8""",80'
673,12/25/2023,Avalanche: Horse Creek Chutes,Moab,Natural,"8""",100'
674,12/25/2023,Avalanche: Maybird Gulch,Salt Lake,Skier,"7""",30'
675,12/24/2023,Avalanche: Pilot Mt.,Moab,Natural,,
676,12/24/2023,Avalanche: Scottys,Skyline,Natural,"10""",125'
677,12/24/2023,Avalanche: Meadows,Skyline,Natural,"12""",50'
678,12/23/2023,Avalanche: Suicide Chute,Salt Lake,Natural,"3""",20'
679,12/23/2023,Avalanche: Toledo Chutes,Salt Lake,Skier,"5""",10'
680,12/19/2023,Avalanche: Main Days,Salt Lake,Skier,"8""",25'
681,12/17/2023,Avalanche: Bonkers,Salt Lake,Natural,4.5',300'
682,12/15/2023,Avalanche: Gold Basin,Moab,Natural,,
683,12/14/2023,Avalanche: Cardiff Pass,Salt Lake,Skier,"10""",10'
684,12/11/2023,Avalanche: Holy Moly,Salt Lake,Unknown,"12""",30'
685,12/10/2023,Avalanche: Rocky Point,Salt Lake,Natural,2',70'
686,12/10/2023,Avalanche: Chalk Creek,Uintas,Natural,3',150'
687,12/10/2023,Avalanche: Mount Naomi Wilderness,Logan,Natural,3',200'
688,12/9/2023,Avalanche: Wilson Chutes,Salt Lake,Skier,2',125'
689,12/9/2023,Avalanche: Uintas,Uintas,Unknown,,
690,12/8/2023,Avalanche: Park City Ridgeline,Salt Lake,Skier,"14""",90'
691,12/8/2023,Avalanche: Emma Ridges,Salt Lake,Snowboarder,"4""",30'
692,12/8/2023,Avalanche: Empire Pass,Salt Lake,Skier,2',80'
693,12/8/2023,Avalanche: Tony Grove Lake,Logan,Snowboarder,2',50'
694,12/8/2023,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"10""",30'
695,12/6/2023,Avalanche: Alexander Basin,Salt Lake,Unknown,2',150'
696,12/6/2023,Avalanche: Radar Love Bowl,Salt Lake,Skier,"18""",125'
697,12/5/2023,Avalanche: Hellgate,Salt Lake,Unknown,,
698,12/5/2023,Avalanche: Pleasant Creek,Skyline,Snowmobiler,2',150'
699,12/4/2023,Avalanche: Tony Grove Lake,Logan,Natural,2',150'
700,12/4/2023,Avalanche: Miller Bowl,Logan,Unknown,3',175'
701,12/4/2023,Avalanche: Ivory Flakes,Salt Lake,Natural,,"1,500'"
702,12/4/2023,Avalanche: Days Fork,Salt Lake,Natural,"12""",30'
703,12/4/2023,Avalanche: Salt Lake,Salt Lake,Natural,,
704,12/4/2023,Avalanche: Red Pine Gulch,Salt Lake,Natural,,40'
705,12/4/2023,Avalanche: Mill Hollow/Duchesne Ridge,Uintas,Snowmobiler,"10""",50'
706,12/4/2023,Avalanche: Salt Lake,Salt Lake,Unknown,,
707,12/4/2023,Avalanche: West Desolation Ridge,Salt Lake,Unknown,2',350'
708,12/4/2023,Avalanche: Superior,Salt Lake,Unknown,,
709,12/4/2023,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,2',150'
